product>>brand,product>>category,product>>date,product>>description,product>>images,product>>name,product>>sku,product>>url,product>>variations
Kai,gifts|features|the beauty gift guide,2017-12-05T21:16:18.709Z,"Longing to capture the scent of her childhood vacations to Hawaii, founder Gaye Straza worked tirelessly with a small boutique fragrance house to create this tropical concoction. What started in 1999 as a single-batch perfume has grown into a cult-classic bath and body collection that evokes the balmy, sun- drenched Pacific Isles. **Kai Rose**: a light, intoxicating blend of white gardenia, wrapped in exotic florals and layered with rose absolute (FRESH)",https://images.anthropologie.com/is/image/Anthropologie/39756952_066_b|https://images.anthropologie.com/is/image/Anthropologie/39756952_066_b14|https://images.anthropologie.com/is/image/Anthropologie/39756952_066_b15|http://images.anthropologie.com/is/image/Anthropologie/A39756952_010_b|http://images.anthropologie.com/is/image/Anthropologie/A39756952_010_b14|http://images.anthropologie.com/is/image/Anthropologie/39756952_066_b|http://images.anthropologie.com/is/image/Anthropologie/39756952_066_b14|http://images.anthropologie.com/is/image/Anthropologie/39756952_066_b15,Kai Rose Perfume Oil,A39756952,https://www.anthropologie.com/shop/kai-perfume-oil2,Kai|Kai Rose
Darphin,gifts|features|the beauty gift guide,2017-12-05T21:16:19.449Z,"Discover the French secret to beautiful skin. Darphin products are formulated with the finest botanicals and potent, natural ingredients harvested at their peak. Parisian kinesiotherapist and master botanist Pierre Darphin founded his beauty institute in 1958, believing that specific skin-sculpting massage techniques enhance the delivery of meticulously chosen natural ingredients into the skin, creating a unique beauty experience. Today, L' Institut Darphin in Paris remains the ultimate insider address for high performance products and rejuvenating facials. These beautifully aromatic formulas, free of parabens and phthalates, are the perfect blend of pleasure plus performance. Formulated for sensitive complexions, this soothing serum - employing a calming blend of chamomile, hawthorn and peony extracts - helps reduce the appearance of redness to reveal more even-looking tones. **How to use**: Both in the morning and at night, massage three pumps into face and neck. Follow with a moisturizing cream or balm.",https://images.anthropologie.com/is/image/Anthropologie/43699461_010_b|https://images.anthropologie.com/is/image/Anthropologie/43699461_010_b11|http://images.anthropologie.com/is/image/Anthropologie/43699461_010_b|http://images.anthropologie.com/is/image/Anthropologie/43699461_010_b11,Darphin Intral Redness Relief Soothing Serum,43699461,https://www.anthropologie.com/shop/darphin-intral-redness-relief-soothing-serum,WHITE
Slip,gifts|features|the beauty gift guide,2017-12-05T21:16:20.184Z,"This luxurious, hypoallergenic sham protects delicate facial skin and hair from the scratches, creases and tugs caused by standard cotton, reducing split ends and ensuring a night of restorative beauty sleep.",https://images.anthropologie.com/is/image/Anthropologie/40334666_007_b|https://images.anthropologie.com/is/image/Anthropologie/40334666_007_b2|http://images.anthropologie.com/is/image/Anthropologie/40334666_007_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_007_b2|http://images.anthropologie.com/is/image/Anthropologie/40334666_005_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_005_b2|http://images.anthropologie.com/is/image/Anthropologie/40334666_005_b3|http://images.anthropologie.com/is/image/Anthropologie/40334666_041_b2|http://images.anthropologie.com/is/image/Anthropologie/40334666_041_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_041_b3|http://images.anthropologie.com/is/image/Anthropologie/40334666_010_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_010_b10|http://images.anthropologie.com/is/image/Anthropologie/40334666_016_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_016_b10|http://images.anthropologie.com/is/image/Anthropologie/40334666_066_b|http://images.anthropologie.com/is/image/Anthropologie/40334666_066_b10|http://images.anthropologie.com/is/image/Anthropologie/40334666_066_b14,Slip Silk Pillowcase,40334666,https://www.anthropologie.com/shop/slip-silk-pillowcase,Silver|Charcoal|Navy|White|Caramel|Pink
Tocca,gifts|features|the beauty gift guide,2017-12-05T21:16:21.197Z,"Named after the Italian word for touch, fashion and fragrance house Tocca's exquisite scents evoke Old World romance and familiar places infused with the unexpected, fresh and new. Feminine through and through, their perfumes, scrubs and lotions are captured in charming vials and vessels that pretty up your dressing table along with your mystique. **Stella**: a flirtatious combination of sheer musk, white freesia, blood orange and spicy lily (FRESH) **Florence**: an alluring combination of Italian bergamot, crushed violet petals and blond wood (FLORAL) **Cleopatra**: rich amber patchouli blends royally with vanilla musk and hints of tuberose and grapefruit (SPICE) **Colette**: a lush mix of bergamot, citrus, juniper and pink peppercorn mingle with florals, musks and woods (FRESH) **Liliana**: sandalwood and patchouli are topped with Italian bergamot, gardenia and a hint of peach (FRESH) **Simone**: sparkling frangipani and sea salt unfold into a base of watermelon, ylang ylang and blond wood (FRESH) **Giulietta**: sweet top notes of ylang ylang, green apple and pink tulips bloom above a lily of the valley base (FLORAL)",https://images.anthropologie.com/is/image/Anthropologie/37394095_023_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_023_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_050_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_066_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_066_b14|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b14|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b15|http://images.anthropologie.com/is/image/Anthropologie/37394095_073_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_023_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_050_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_066_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_066_b14|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b14|http://images.anthropologie.com/is/image/Anthropologie/37394095_072_b15|http://images.anthropologie.com/is/image/Anthropologie/37394095_073_b,Tocca Eau De Parfum,37397353,https://www.anthropologie.com/shop/tocca-eau-de-parfum2,Cleopatra|Colette|Florence|Stella|Liliana|Cleopatra|Colette|Florence|Stella|Liliana
Capri Blue,gifts|features|the beauty gift guide,2017-12-05T21:16:22.010Z,"Capri Blue's iconic vessels and fragrances - proudly designed and poured in Mississippi - are a long-standing favorite at Anthropologie. The line pairs striking visuals with intoxicating scents to create beautifully aromatic products like soy-blended candles and vegan-formulated beauty care. This luxurious hand cream is formulated with coconut oil and shea butter to smoothe and soften your skin - and it imparts the familiar Volcano fragrance of tropical fruits, sugared oranges, lemons and limes, redolent with exotic mountain greens.",https://images.anthropologie.com/is/image/Anthropologie/37010790_040_b|http://images.anthropologie.com/is/image/Anthropologie/37010790_040_b,Capri Blue Volcano Hand Cream,37010790,https://www.anthropologie.com/shop/capri-blue-volcano-hand-cream,Blue
Barr-Co.,gifts|features|the beauty gift guide,2017-12-05T21:16:23.003Z,"Created by Kelley Hall-Barr and her husband John, Barr-Co. prides itself on creating eco-friendly, quality goods in small batches. Each original scent comes in a pretty, reusable package - think glass bottles, muslin bags and lidded tins - scripted with classic Americana typography. This delightful duo, housed in a wire basket, is designed to prettify your kitchen or bathroom countertop. **Original Scent**: milk, vanilla, oatmeal and vetiver **Honeysuckle**: a heady floral dosed with sweet nectar and herbaceous greens **Lemon Verbena**: bright and sunny, with lemony and green notes",https://images.anthropologie.com/is/image/Anthropologie/38399192_030_b|http://images.anthropologie.com/is/image/Anthropologie/38399192_030_b|http://images.anthropologie.com/is/image/Anthropologie/38399192_010_b|http://images.anthropologie.com/is/image/Anthropologie/38399192_066_b,Barr-Co. Hand Duo,38399192,https://www.anthropologie.com/shop/barr-co-hand-duo2,Lemon Verbena|Original Scent|Honeysuckle
Lollia,gifts|features|the beauty gift guide,2017-12-05T21:16:23.881Z,"The Lollia line offers lightly scented shower gels, triple-milled soaps, indulgent creams and romantic eaux de parfum, each handcrafted in the USA. Every lace- and flower-printed elixir is wistful and feminine, through and through. Hydrating shea butter is whipped with fragrant infusions to create this lusciously moisturizing hand cream and presented in a pretty floral box with a gift-ready paper sleeve. **Relax: **fresh notes of lavender and white orchid sweetened with Tahitian vanilla and honey **Wish: **a sweet bouquet of sugarcane, vanilla bean and jasmine **In Love: **apple blossom and jasmine, infused with timeless rose **At Last: **a soft, powdery floral with hints of southern magnolia and demure mimosa",https://images.anthropologie.com/is/image/Anthropologie/37308350_004_b|https://images.anthropologie.com/is/image/Anthropologie/37308350_004_b10|https://images.anthropologie.com/is/image/Anthropologie/37308350_004_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b10|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b10|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_050_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_072_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_072_b11|http://images.anthropologie.com/is/image/Anthropologie/37308871_004_b|http://images.anthropologie.com/is/image/Anthropologie/37308871_004_b11|http://images.anthropologie.com/is/image/Anthropologie/37308871_045_b|http://images.anthropologie.com/is/image/Anthropologie/37308871_045_b11|http://images.anthropologie.com/is/image/Anthropologie/37308871_053_b|http://images.anthropologie.com/is/image/Anthropologie/37308871_079_b|http://images.anthropologie.com/is/image/Anthropologie/37308871_079_b11|http://images.anthropologie.com/is/image/Anthropologie/37308681_004_b|http://images.anthropologie.com/is/image/Anthropologie/37308681_004_b11|http://images.anthropologie.com/is/image/Anthropologie/37308681_045_b|http://images.anthropologie.com/is/image/Anthropologie/37308681_045_b11|http://images.anthropologie.com/is/image/Anthropologie/37308681_053_b|http://images.anthropologie.com/is/image/Anthropologie/37308681_053_b11|http://images.anthropologie.com/is/image/Anthropologie/37308681_072_b|http://images.anthropologie.com/is/image/Anthropologie/37308681_072_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b10|http://images.anthropologie.com/is/image/Anthropologie/37308350_004_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b10|http://images.anthropologie.com/is/image/Anthropologie/37308350_045_b11|http://images.anthropologie.com/is/image/Anthropologie/37308350_050_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_072_b|http://images.anthropologie.com/is/image/Anthropologie/37308350_072_b11,Lollia Hand Cream,37308350,https://www.anthropologie.com/shop/lollia-hand-cream,In Love|Wish|Relax|At Last|In Love|Wish|Relax|At Last|In Love|Wish|Relax|At Last|In Love|Wish|Relax|At Last
Barr-Co.,gifts|features|the beauty gift guide,2017-12-05T21:16:24.988Z,"Created by Kelley Hall-Barr and her husband John, Barr-Co. prides itself on creating eco-friendly, quality goods in small batches. Each original scent comes in a pretty, reusable package - think glass bottles, muslin bags and lidded tins - scripted with classic Americana typography. Formulated with aloe, shea butter, cucumber and colloidal oatmeal, this therapeutic emulsion soothes irritated and itchy skin while helping maintain moisture. It sinks in, feels silky and leaves behind a fresh, clean scent that calms the senses. **Original Scent: **milk, oatmeal, vanilla and vetiver",https://images.anthropologie.com/is/image/Anthropologie/37399649_010_b|https://images.anthropologie.com/is/image/Anthropologie/37399649_010_b11|http://images.anthropologie.com/is/image/Anthropologie/37399649_010_b|http://images.anthropologie.com/is/image/Anthropologie/37399649_010_b11|http://images.anthropologie.com/is/image/Anthropologie/37399771_010_b|http://images.anthropologie.com/is/image/Anthropologie/37399771_010_b14|http://images.anthropologie.com/is/image/Anthropologie/37399771_067_b|http://images.anthropologie.com/is/image/Anthropologie/37399771_072_b|http://images.anthropologie.com/is/image/Anthropologie/37399706_010_b|http://images.anthropologie.com/is/image/Anthropologie/37399706_010_b11|http://images.anthropologie.com/is/image/Anthropologie/37399706_010_b14|http://images.anthropologie.com/is/image/Anthropologie/37400108_010_b|http://images.anthropologie.com/is/image/Anthropologie/37399649_010_b|http://images.anthropologie.com/is/image/Anthropologie/37399649_010_b11,Barr-Co. Fine Shea Butter Lotion,37399649,https://www.anthropologie.com/shop/barr-co-fine-shea-butter-lotion3,Original Scent|Original Scent|Honeysuckle|Lemon Verbena|Original Scent|Original Scent|Original Scent
Albeit,gifts|features|the beauty gift guide,2017-12-05T21:16:25.679Z,"A Middle English term meaning ""although it be,"" Albeit is devoted to everyday glamour and the belief that confidence is a woman's greatest accessory. Exclusive to Anthropologie, the line invokes the Art Deco style of the 1920s and 30s, with products inspired by the romance, elegance, functionality and modernity of that era. Blended with moisturizing argan oil and antioxidant-rich vitamin E, this lightweight formula can be swiped on for a luminous splash of color, or layered for a high-impact pout. Give this trio of versatile, travel-ready hues to any makeup maven on your list. **Rosewood**: a rich, warm rose **Scarlet**: a classic neutral red **Violette**: a bright plum magenta with cool undertones",https://images.anthropologie.com/is/image/Anthropologie/44739571_000_b|https://images.anthropologie.com/is/image/Anthropologie/44739571_000_b14|https://images.anthropologie.com/is/image/Anthropologie/44739571_000_b15|http://images.anthropologie.com/is/image/Anthropologie/44739571_000_b|http://images.anthropologie.com/is/image/Anthropologie/44739571_000_b14|http://images.anthropologie.com/is/image/Anthropologie/44739571_000_b15,Albeit Mini Lipstick Trio,44739571,https://www.anthropologie.com/shop/albeit-mini-lipstick-trio,ASSORTED
Pinch Provisions,gifts|features|the beauty gift guide,2017-12-05T21:16:26.476Z,Pinch Provision's Minimergency kits have become a purse staple thanks to their well-packed primping emergency supplies in a neatly proportioned package.,https://images.anthropologie.com/is/image/Anthropologie/44253797_007_b|https://images.anthropologie.com/is/image/Anthropologie/44253797_007_b2|https://images.anthropologie.com/is/image/Anthropologie/44253797_007_b14|https://images.anthropologie.com/is/image/Anthropologie/44253797_007_b15|http://images.anthropologie.com/is/image/Anthropologie/44253797_007_b|http://images.anthropologie.com/is/image/Anthropologie/44253797_007_b2|http://images.anthropologie.com/is/image/Anthropologie/44253797_007_b14|http://images.anthropologie.com/is/image/Anthropologie/44253797_007_b15,Pinch Provisions Holiday Party Kit,44253797,https://www.anthropologie.com/shop/pinch-provisions-holiday-party-kit,SILVER
Mer-Sea & Co.,gifts|features|the beauty gift guide,2017-12-05T21:16:27.320Z,"The founders of Mer-Sea & Co. are inspired by the soulful rhythms and universal pleasures of the ocean - and its ability to bring calm, restoration and peace. Each hand-poured and mindfully packaged wash, scrub and lotion invokes salt air, sun-bleached dunes and hand-gathered bouquets - in short, the joys of a holiday in a summery seaside town. The **Sugar Scrub** is a gentle blend of raw sugar and nourishing oils that work to exfoliate and moisturize dry skin, leaving a non-oily, protective shield for sensitive skin. The original scrub from Mer-Sea & Co., the **Balm Scrub** brightens and invigorates dry, sull skin. Made with sea salt and a nourishing blend of oils and natural herb extracts, your skin will feel refreshed and moisturized after just one use. Finally, take an instant island vacation with this finely whipped **Sugar Whip Lotion** moisturizer, fragrant with Mer-Sea & Co.'s signature tropical scent.",https://images.anthropologie.com/is/image/Anthropologie/44303840_066_b|http://images.anthropologie.com/is/image/Anthropologie/44303840_066_b,Mer-Sea & Co. Mini Spa Set,44303840,https://www.anthropologie.com/shop/mer-sea-co-mini-spa-set,PINK
Capri Blue,gifts|features|the beauty gift guide,2017-12-05T21:16:27.924Z,"Capri Blue's iconic vessels and fragrances - proudly designed and poured in Mississippi - are a long-standing favorite at Anthropologie. The line pairs striking visuals with intoxicating scents to create beautifully aromatic products like soy-blended candles and vegan-formulated beauty care. **Volcano**: tropical fruits, sugared oranges, lemons and limes, redolent with lightly exotic mountain greens",https://images.anthropologie.com/is/image/Anthropologie/44305837_040_b|https://images.anthropologie.com/is/image/Anthropologie/44305837_040_b2|https://images.anthropologie.com/is/image/Anthropologie/44305837_040_b14|http://images.anthropologie.com/is/image/Anthropologie/44305837_040_b|http://images.anthropologie.com/is/image/Anthropologie/44305837_040_b2|http://images.anthropologie.com/is/image/Anthropologie/44305837_040_b14,Volcano Beauty Travel Set,44305837,https://www.anthropologie.com/shop/volcano-beauty-travel-set,BLUE
Illume,gifts|features|the beauty gift guide,2017-12-05T21:16:28.174Z,"New from the fragrance masters at Illume, Anatomy of a Fragrance bath and beauty products are sophisticated, lighthearted luxuries. Each is crafted in Minnesota, where Illume combines their signature scents with beautiful packaging designed in-house. From lavish hand creams to triple-milled soaps to nature-inspired perfumes, their line is ready-made for gifting and indulging. **Honey Rose**: a warm, romantic scent with notes of lily of the valley, sandalwood and bergamot **Orchid Vanille**: a bright, fresh combination of orange blossom, jasmine, black currant and praline **Wildflower Bergamot**: A zesty blend of bergamot, lemon and mango layered with cedar and sandalwood",https://images.anthropologie.com/is/image/Anthropologie/44448363_040_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_040_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_070_b|http://images.anthropologie.com/is/image/Anthropologie/44448363_065_b,Anatomy of a Fragrance Gift Set,44448363,https://www.anthropologie.com/shop/anatomy-of-a-fragrance-gift-set,Wildflower Bergamot|Orchid Vanille|Honey Rose
